data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2025-12-28,202553,16.0,16,16.0,16,0.45638543,3.9200602,0,1,"1,40010020255321E+017",2026-09-17,Boa Vista,0.9628321,408157,24.9163428571429,78.5786428571429,0.0,0.0,1,63.1891571428571,48.1575714285714,28.4711571428571,32.4217571428571,1,,,,,31542
2025-12-21,202552,22.0,22,22.0,22,0.9157162,5.390083,0,1,"1,40010020255221E+017",2026-09-17,Boa Vista,1.5844569,408157,25.4030857142857,75019.0,0.0,0.0,1,61.7245142857143,46.5807571428571,28.8058857142857,32.8238857142857,7,,,,,31542
2025-12-14,202551,18.0,18,18.0,18,0.7548122,4.4100676,0,2,"1,40010020255121E+017",2026-09-17,Boa Vista,1.2725341,408157,24.8455714285714,79.2415428571429,1.0,0.0,1,66.2032285714286,51.2074714285714,27.6653571428571,31.2728571428571,5,,,,,31542
2025-12-07,202550,10.0,10,10.0,10,0.08388397,2.4500377,0,2,"1,40010020255021E+017",2026-09-17,Boa Vista,0.5876697,408157,24.9446142857143,80.6368714285714,1.0,0.0,0,67203.0,51.6396142857143,28246.0,32.0125,0,,,,,31542
2025-11-30,202549,14.0,14,14.0,14,0.13668798,3.4300528,0,1,"1,40010020254921E+017",2026-09-17,Boa Vista,0.6889759,408157,24.2873428571429,95.7598,1.0,0.0,1,82.0195714285714,63.0315714285714,26.9173857142857,30.5482857142857,4,,,,,31542
2025-11-23,202548,16.0,16,16.0,16,0.18420489,3.9200602,0,1,"1,40010020254821E+017",2026-09-17,Boa Vista,0.7465525,408157,24.9013571428571,86.1408428571429,1.0,0.0,1,69.3331714285714,50.5437428571429,28.4250571428571,32.6708285714286,3,,,,,31542
2025-11-16,202547,22.0,22,22.0,22,0.6085663,5.390083,0,1,"1,40010020254721E+017",2026-09-17,Boa Vista,1.0876505,408157,25.5359714285714,79.5163142857143,0.0,0.0,1,62.7187142857143,43.2582,29.4162857142857,34.1148571428571,1,,,,,31542
2025-11-09,202546,24.0,24,24.0,24,0.74053854,5.88009,0,1,"1,40010020254621E+017",2026-09-17,Boa Vista,1.2135711,408157,24.8618428571429,84.6179714285714,1.0,0.0,1,72.0297857142857,55.6941428571429,28.0343,31.9871142857143,6,,,,,31542
2025-11-02,202545,19.0,19,19.0,19,0.37188774,4.6550713,0,1,"1,40010020254521E+017",2026-09-17,Boa Vista,0.90276283,408157,25.3490714285714,80.5719714285714,1.0,0.0,1,67.4990571428571,50.5898428571429,28.7568285714286,32.9391285714286,4,,,,,31542
2025-10-26,202544,18.0,18,18.0,18,0.28035644,4.4100676,0,1,"1,40010020254421E+017",2026-09-17,Boa Vista,0.83252424,408157,25.3739285714286,80.6697285714286,0.0,0.0,1,64.0210428571429,44.8555571428571,29.4180285714286,34.1120142857143,2,,,,,31542
2025-10-19,202543,22.0,22,22.0,22,0.54567987,5.390083,0,2,"1,40010020254321E+017",2026-09-17,Boa Vista,1.0351688,408157,24.3002,93.1701857142857,1.0,0.0,1,77.3692285714286,58.0361571428571,27.6582714285714,31.6589,6,,,,,31542
2025-10-12,202542,24.0,24,24.0,24,0.6414069,5.88009,0,1,"1,40010020254221E+017",2026-09-17,Boa Vista,1.1122699,408157,24.4889142857143,91.7023714285714,1.0,0.0,1,75.7298571428571,56.2446428571429,27.8094,31.7217714285714,5,,,,,31542
2025-10-05,202541,18.0,18,18.0,18,0.33211997,4.4100676,0,1,"1,40010020254121E+017",2026-09-17,Boa Vista,0.8708649,408157,24.0773857142857,95.5228571428571,1.0,0.0,1,80.5529428571429,61147.0,27.2835285714286,31.3358571428571,3,,,,,31542
2025-09-28,202540,24.0,24,24.0,24,0.8204229,5.88009,0,1,"1,40010020254021E+017",2026-09-17,Boa Vista,1.3246671,408157,25.3123,82.7445857142857,0.0,0.0,1,62.8533,43.6972142857143,29.6155857142857,34.0563428571429,7,,,,,31542
2025-09-21,202539,22.0,22,22.0,22,0.757997,5.390083,0,1,"1,40010020253921E+017",2026-09-17,Boa Vista,1.2468729,408157,26.3399285714286,68.1712571428571,0.0,0.0,1,52.4420428571429,37.0654428571429,30.6542714285714,35.0713428571429,4,,,,,31542
2025-09-14,202538,18.0,18,18.0,18,0.30822042,4.4100676,0,1,"1,40010020253821E+017",2026-09-17,Boa Vista,0.8532008,408157,25.6034714285714,82.9310142857143,0.0,0.0,1,61.8817857142857,40.1315428571429,29.9505142857143,34.6761428571429,3,,,,,31542
2025-09-07,202537,12.0,12,12.0,12,0.01858067,2.940045,0,1,"1,40010020253721E+017",2026-09-17,Boa Vista,0.49424028,408157,24.9025857142857,87.2556285714286,0.0,0.0,0,69.3977571428571,48.3862428571429,28.8848,33.3469428571429,2,,,,,31542
2025-08-31,202536,24.0,24,24.0,24,0.3375894,5.88009,0,1,"1,40010020253621E+017",2026-09-17,Boa Vista,0.8899977,408157,24.1940857142857,90.7059285714286,1.0,0.0,1,74.4544285714286,56.1284,27.7610571428571,31.8346857142857,7,,,,,31542
2025-08-24,202535,26.0,26,26.0,26,0.31246942,6.3700976,0,1,"1,40010020253521E+017",2026-09-10,Boa Vista,0.877868,408157,24.1384571428571,90.8697714285714,1.0,0.0,1,76.3201571428571,59.1410142857143,27.4260285714286,30.9970428571429,3,,,,,31542
2025-08-17,202534,22.0,22,22.0,22,0.20197204,5.390083,0,1,"1,40010020253421E+017",2026-09-02,Boa Vista,0.79035234,408157,23.8196428571429,92.7985285714286,0.0,0.0,1,80.0838428571429,64.0564,27.0786571428571,30.9473285714286,2,,,,,31542
2025-08-10,202533,37.0,37,37.0,37,0.93908757,9.065139,0,1,"1,40010020253321E+017",2026-08-24,Boa Vista,1.4832858,408157,23.0420428571429,97.1831714285714,0.0,0.0,1,86.2479142857143,71.2017,25.7910142857143,29.2483857142857,10,,,,,31542
2025-08-03,202532,29.0,29,29.0,29,0.716829,7.105109,0,1,"1,40010020253221E+017",2026-08-18,Boa Vista,1.1680621,408157,23.1498428571429,92.3498142857143,0.0,0.0,1,80.9090714285714,65.3229714285714,25.9420428571429,29.0411142857143,4,,,,,31542
2025-07-27,202531,18.0,18,18.0,18,0.16204536,4.4100676,0,1,"1,40010020253121E+017",2026-08-11,Boa Vista,0.7394931,408157,23.5798571428571,94.0587428571429,0.0,0.0,1,81.9059142857143,65.5798142857143,26.5813714285714,30.1588571428571,4,,,,,31542
2025-07-20,202530,31.0,31,31.0,31,0.79820067,7.5951166,0,1,"1,40010020253021E+017",2026-08-06,Boa Vista,1.2493278,408157,23.2263571428571,97.2673857142857,0.0,0.0,1,86.3878,70.9921857142857,25.8084142857143,29.2098142857143,4,,,,,31542
2025-07-13,202529,21.0,21,21.0,21,0.12935401,5.145079,0,1,"1,40010020252921E+017",2026-07-28,Boa Vista,0.72678846,408157,22.8119,97.7670428571429,0.0,0.0,1,88.9380285714286,75.1079857142857,24.9552571428571,27.7679,0,,,,,31542
2025-07-06,202528,25.0,25,25.0,25,0.1018062,6.125094,0,1,"1,40010020252821E+017",2026-07-20,Boa Vista,0.7197345,408157,22.6569428571429,97.7663714285714,0.0,0.0,1,88.2755,74.7315285714286,24.8878714285714,27.7562,3,,,,,31542
2025-06-29,202527,23.0,23,23.0,23,0.022470197,5.6350865,0,1,"1,40010020252721E+017",2026-07-13,Boa Vista,0.59683686,408157,23.0392714285714,96.2059285714286,0.0,0.0,1,86.9660857142857,74.4640714285714,25.2282285714286,27.7358142857143,4,,,,,31542
2025-06-22,202526,44.0,44,44.0,44,0.52701896,10.780166,0,1,"1,40010020252621E+017",2026-07-08,Boa Vista,1.0145382,408157,23.2797857142857,94.6747285714286,0.0,0.0,1,84.1532571428571,68.6503,25.9879857142857,29.3052285714286,7,,,,,31542
2025-06-15,202525,31.0,31,31.0,31,0.040559497,7.5951166,0,1,"1,40010020252521E+017",2026-07-02,Boa Vista,0.6711267,408157,23.4945,93.6000571428571,0.0,0.0,1,86.1251714285714,72.6195142857143,25.6144,28.4894428571429,10,,,,,31542
2025-06-08,202524,47.0,47,47.0,47,0.6357637,11.515177,0,1,"1,40010020252421E+017",2026-06-23,Boa Vista,1.0752895,408157,23.3338142857143,96.6618,0.0,0.0,1,88.1033571428571,76.0727,25.4530571428571,27.8311857142857,9,,,,,31542
2025-06-01,202523,50.0,50,50.0,50,0.8765208,12.250188,0,1,"1,40010020252321E+017",2026-06-17,Boa Vista,1.2776533,408157,23.5543571428571,94.0324428571429,0.0,0.0,1,86.1694142857143,73.9040571428571,25.6017142857143,28.2726142857143,12,,,,,31542
2025-05-25,202522,46.0,46,46.0,46,0.8541471,11.270173,0,1,"1,40010020252221E+017",2026-06-15,Boa Vista,1.2608546,408157,23.6999571428571,95.7483857142857,0.0,0.0,1,87.6038714285714,75.4235285714286,25.7787285714286,28.4461285714286,7,,,,,31542
2025-05-18,202521,35.0,35,35.0,35,0.49494332,8.575131,0,1,"1,40010020252121E+017",2026-06-04,Boa Vista,0.99699473,408157,23.6175571428571,96.5627714285714,0.0,0.0,1,88.9205285714286,75.8796428571429,25.4639714285714,28.0288285714286,3,,,,,31542
2025-05-11,202520,39.0,39,39.0,39,0.7443801,9.555146,0,1,"1,40010020252021E+017",2026-05-26,Boa Vista,1.1661385,408157,23.7619285714286,96.8680428571429,0.0,0.0,1,87.9898714285714,75.3472142857143,25.8036714285714,28.3928714285714,5,,,,,31542
2025-05-04,202519,32.0,32,32.0,32,0.62709755,7.8401203,0,1,"1,40010020251921E+017",2026-05-19,Boa Vista,1.0856359,408157,23.7968571428571,95.5581,0.0,0.0,1,86.4324428571429,71.5062285714286,26.1162285714286,29.2594714285714,5,,,,,31542
2025-04-27,202518,39.0,39,39.0,39,0.95979553,9.555146,0,1,"1,40010020251821E+017",2026-05-13,Boa Vista,1.5510132,408157,24.1227857142857,91.1440714285714,1.0,1.0,1,79.9206142857143,64.0277142857143,26.8546428571429,30.2950714285714,8,,,,,31542
2025-04-20,202517,27.0,27,27.0,27,0.80384,6.6151013,0,1,"1,40010020251721E+017",2026-05-05,Boa Vista,1.2781253,408157,23.7950142857143,91.4682285714286,0.0,0.0,1,81.0997,66.6028428571429,26.5342714285714,29.7664571428571,3,,,,,31542
2025-04-13,202516,26.0,26,26.0,26,0.8089133,6.3700976,0,1,"1,40010020251621E+017",2026-04-28,Boa Vista,1.2918242,408157,24.9046857142857,83.6768285714286,1.0,0.0,1,73.0802285714286,59.5266428571429,27.8946,31.3557285714286,8,,,,,31542
2025-04-06,202515,22.0,22,22.0,22,0.26562056,5.390083,0,1,"1,40010020251521E+017",2026-04-22,Boa Vista,0.8361377,408157,23.8503142857143,93.3688285714286,0.0,0.0,1,83.5805714285714,67.3008571428571,26.3313714285714,29.6944571428571,4,,,,,31542
2025-03-30,202514,13.0,13,13.0,13,0.001456866,3.1850488,0,1,"1,40010020251421E+017",2026-04-13,Boa Vista,0.39908108,408157,24.7286571428571,83.1923285714286,0.0,0.0,0,65.9698285714286,47.9338857142857,28.2187714285714,32.8251,3,,,,,31542
2025-03-23,202513,23.0,23,23.0,23,0.119869515,5.6350865,0,1,"1,40010020251321E+017",2026-04-09,Boa Vista,0.72779113,408157,25.0944428571429,69.3477,0.0,0.0,1,54.5051571428571,39.1570142857143,29.0545142857143,33.5026857142857,1,,,,,31542
2025-03-16,202512,47.0,47,47.0,47,0.94803274,11.515177,0,1,"1,40010020251221E+017",2026-03-31,Boa Vista,1.4413602,408157,24.2199857142857,85.8136857142857,1.0,0.0,1,72.1146,53.7463714285714,27.6032142857143,31.8574714285714,6,,,,,31542
2025-03-09,202511,24.0,24,24.0,24,0.024778243,5.88009,0,1,"1,40010020251121E+017",2026-03-23,Boa Vista,0.6081982,408157,23.5662428571429,94.3212714285714,0.0,0.0,1,82.5555428571429,63.8307142857143,26.1224428571429,29.8472857142857,2,,,,,31542
2025-03-02,202510,29.0,29,29.0,29,0.032191306,7.105109,0,1,"1,40010020251021E+017",2026-03-17,Boa Vista,0.6483459,408157,25.2632142857143,75.2609714285714,0.0,0.0,1,56.0718571428571,38.5941142857143,29.6529571428571,34.3301142857143,6,,,,,31542
2025-02-23,202509,40.0,40,40.0,40,0.43041405,9.800151,0,1,"1,40010020250921E+017",2026-03-09,Boa Vista,0.9621086,408157,25.0285285714286,69.2923285714286,0.0,0.0,1,52.6997142857143,35.4645857142857,29.4641,34.7041285714286,8,,,,,31542
2025-02-16,202508,52.0,52,52.0,52,0.9686982,12.740195,0,1,"1,40010020250821E+017",2026-03-04,Boa Vista,1.4944872,408157,24.6835857142857,78.0199857142857,0.0,1.0,1,62588.0,46.7808857142857,28.1362857142857,32.0930142857143,2,,,,,31542
2025-02-09,202507,46.0,46,46.0,46,0.937987,11.270173,0,1,"1,40010020250721E+017",2026-02-23,Boa Vista,1.4162142,408157,24.8498571428571,77.3986285714286,0.0,0.0,1,63.2657714285714,46.7103571428571,28.0830571428571,32.0427571428571,5,,,,,31542
2025-02-02,202506,27.0,27,27.0,27,0.275556,6.6151013,0,1,"1,40010020250621E+017",2026-02-19,Boa Vista,0.8564495,408157,24.7321285714286,76.3770142857143,0.0,0.0,1,61.6552,45.2462142857143,28.2589142857143,32.5105285714286,4,,,,,31542
2025-01-26,202505,33.0,33,33.0,33,0.6787862,8.085124,0,1,"1,40010020250521E+017",2026-02-11,Boa Vista,1.1240166,408157,24.3393857142857,81101.0,0.0,0.0,1,65.5463285714286,47.2909714285714,27.7974285714286,31.9502571428571,8,,,,,31542
2025-01-19,202504,37.0,37,37.0,37,0.8649415,9.065139,0,1,"1,40010020250421E+017",2026-02-07,Boa Vista,1.3135324,408157,24.8367428571429,74.5718571428571,0.0,0.0,1,59.2053571428571,42.8209714285714,28.1889571428571,32.4016142857143,6,,,,,31542
2025-01-12,202503,22.0,22,22.0,22,0.33254755,5.390083,0,1,"1,4001002025032E+017",2026-02-02,Boa Vista,0.88216895,408157,25.0444857142857,67.2329,0.0,0.0,1,48.7359571428571,30.7678714285714,29.6151428571429,34.6373857142857,2,,,,,31542
2025-01-05,202502,34.0,34,34.0,34,0.95436364,8.330128,0,1,"1,4001002025022E+017",2026-01-06,Boa Vista,1.5768993,408157,25.2247285714286,68.8463142857143,0.0,1.0,1,51.2804285714286,34.0005142857143,29.6772285714286,34.9121285714286,3,,,,,31542
2024-12-29,202501,23.0,23,23.0,23,0.5547066,5.6350865,0,1,"1,4001002025012E+017",2026-01-06,Boa Vista,1.0414362,408157,26006.0,76.6800714285714,0.0,0.0,1,59.7932571428571,43.4657428571429,29.7592857142857,34.1952,2,,,,,31542
2024-12-22,202452,18.0,18,18.0,18,0.18571417,4.4100676,0,1,"1,4001002024522E+017",2025-12-15,Boa Vista,0.75932544,408157,25.0980857142857,76.7683857142857,0.0,0.0,1,61.5248571428571,44.3347857142857,28.8230428571429,33.2813857142857,0,,,,,31542
2024-12-15,202451,23.0,23,23.0,23,0.42912242,5.6350865,0,1,"1,4001002024512E+017",2025-12-15,Boa Vista,0.9497688,408157,25.4472,79.6934714285714,0.0,0.0,1,64.2381428571429,49.5522285714286,28.9044428571429,32.8216428571429,3,,,,,31542
2024-12-08,202450,24.0,24,24.0,24,0.50346565,5.88009,0,1,"1,4001002024502E+017",2025-12-15,Boa Vista,1.0024906,408157,26.1711714285714,71.4758428571429,0.0,0.0,1,57.3944428571429,43.2185285714286,29.6352142857143,33.6913571428571,1,,,,,31542
2024-12-01,202449,26.0,26,26.0,26,0.60393566,6.3700976,0,1,"1,4001002024492E+017",2025-12-09,Boa Vista,1.0766336,408157,25.7083142857143,71.1722142857143,0.0,0.0,1,55.6174428571429,40.6187,29.6637142857143,34.3025142857143,3,,,,,31542
2024-11-24,202448,22.0,22,22.0,22,0.43995428,5.390083,0,1,"1,4001002024482E+017",2025-12-02,Boa Vista,0.95634913,408157,26.3955857142857,71.7482428571429,0.0,0.0,1,57.5740714285714,42.1628285714286,30.2205571428571,34.7098428571429,1,,,,,31542
2024-11-17,202447,25.0,25,25.0,25,0.7217625,6.125094,0,1,"1,4001002024472E+017",2025-11-26,Boa Vista,1.1877674,408157,26.0159857142857,78.6287428571429,0.0,0.0,1,62.6889142857143,44.6701,29.9723142857143,34.5757714285714,1,,,,,31542
2024-11-10,202446,27.0,27,27.0,27,0.722597,6.6151013,0,1,"1,4001002024462E+017",2025-11-18,Boa Vista,1.1807506,408157,26.1658428571429,78.7703714285714,0.0,0.0,1,61.3789,44.2479142857143,29.9680142857143,34.5106285714286,1,,,,,31542
2024-11-03,202445,15.0,15,15.0,15,0.019588323,3.6750565,0,1,"1,4001002024452E+017",2025-11-11,Boa Vista,0.529444,408157,27.2007285714286,68.5143142857143,0.0,0.0,1,52.6555,37.9074285714286,31.5417714285714,36.1325571428571,0,,,,,31542
2024-10-27,202444,23.0,23,23.0,23,0.045193437,5.6350865,0,1,"1,4001002024442E+017",2025-11-03,Boa Vista,0.6416622,408157,27.0354,64.6899714285714,0.0,0.0,1,49.5787,34.8466428571429,31.5150142857143,35.9656714285714,1,,,,,31542
2024-10-20,202443,27.0,27,27.0,27,0.051799864,6.6151013,0,1,"1,4001002024432E+017",2025-10-28,Boa Vista,0.67135,408157,27.1130571428571,71.0454857142857,0.0,0.0,1,55.0586714285714,38.8914285714286,31.2573714285714,35.9243571428571,3,,,,,31542
2024-10-13,202442,34.0,34,34.0,34,0.37065375,8.330128,0,1,"1,4001002024422E+017",2025-10-20,Boa Vista,0.9249115,408157,26.5716142857143,68.7725285714286,0.0,0.0,1,51.6366285714286,35.2997571428571,31.2579714285714,36.1298714285714,3,,,,,31542
2024-10-06,202441,52.0,52,52.0,52,0.98607504,12.740195,0,1,"1,4001002024412E+017",2025-10-14,Boa Vista,1.6231844,408157,25.7531285714286,79.5809857142857,0.0,1.0,1,62.9670285714286,43.8669857142857,29.8633857142857,34.5045,11,,,,,31542
2024-09-29,202440,33.0,33,33.0,33,0.5885719,8.085124,0,1,"1,4001002024402E+017",2025-10-06,Boa Vista,1.0570922,408157,25.6771428571429,86.3513428571429,1.0,0.0,1,69.3521857142857,50.1806428571429,29.1981,33.7212571428571,6,,,,,31542
2024-09-22,202439,31.0,31,31.0,31,0.3628841,7.5951166,0,1,"1,4001002024392E+017",2025-10-02,Boa Vista,0.9170214,408157,26.6938428571429,76.2997428571429,0.0,0.0,1,59369.0,41.6747714285714,30.7170571428571,35.3359428571429,5,,,,,31542
2024-09-15,202438,28.0,28,28.0,28,0.113822356,6.8601055,0,1,"1,4001002024382E+017",2025-09-22,Boa Vista,0.7427321,408157,26.0986285714286,78.3485571428571,0.0,0.0,1,61.2174714285714,41.0791714285714,30409.0,35.3279,3,,,,,31542
2024-09-08,202437,36.0,36,36.0,36,0.25970098,8.820135,0,1,"1,4001002024372E+017",2025-09-15,Boa Vista,0.86446935,408157,25.8452285714286,80.2304428571429,0.0,0.0,1,61.7293571428571,43.3367714285714,30.2158857142857,34.6564285714286,3,,,,,31542
2024-09-01,202436,34.0,34,34.0,34,0.118498504,8.330128,0,2,"1,4001002024362E+017",2025-09-08,Boa Vista,0.7657797,408157,25.1269571428571,89.7162142857143,1.0,0.0,1,74.4061285714286,54.7001571428571,28.7366142857143,33.0680428571429,5,,,,,31542
2024-08-25,202435,48.0,48,48.0,48,0.5358994,11.76018,0,1,"1,4001002024352E+017",2025-09-01,Boa Vista,1.0185674,408157,24.4870428571429,92.9124714285714,1.0,0.0,1,78.9677857142857,61.1477,27.4387714285714,31.1406428571429,11,,,,,31542
2024-08-18,202434,38.0,38,38.0,38,0.16580193,9.3101425,0,1,"1,4001002024342E+017",2025-08-27,Boa Vista,0.8103497,408157,24.5181,90.8927428571429,1.0,0.0,1,75.1358142857143,54.0570285714286,28.3188428571429,32.7634571428571,6,,,,,31542
2024-08-11,202433,54.0,54,54.0,54,0.756867,13.230203,0,1,"1,4001002024332E+017",2025-08-20,Boa Vista,1.1481258,408157,23.7369142857143,94.1917285714286,0.0,0.0,1,81.0177285714286,61.8067142857143,26.8406,30.5926,9,,,,,31542
2024-08-04,202432,47.0,47,47.0,47,0.3988411,11.515177,0,1,"1,4001002024322E+017",2025-08-12,Boa Vista,0.94935477,408157,23.9959714285714,95.5171428571429,0.0,0.0,1,83.9130571428571,67.7257857142857,26.9368142857143,30.3888142857143,14,,,,,31542
2024-07-28,202431,40.0,40,40.0,40,0.15822999,9.800151,0,1,"1,4001002024312E+017",2025-08-05,Boa Vista,0.8093918,408157,23.6957,96.0367142857143,0.0,0.0,1,84.7153,69.1630857142857,26.3985142857143,30.0357714285714,3,,,,,31542
2024-07-21,202430,58.0,58,58.0,58,0.8043395,14.210218,0,1,"1,4001002024302E+017",2025-07-29,Boa Vista,1.1796886,408157,23.8754428571429,96.8727571428571,0.0,0.0,1,86.6260714285714,70.8180571428571,26.1552142857143,29.4660571428571,7,,,,,31542
2024-07-14,202429,47.0,47,47.0,47,0.34649658,11.515177,0,1,"1,4001002024292E+017",2025-07-22,Boa Vista,0.9235799,408157,23.2974857142857,98.2016428571429,0.0,0.0,1,89.0349285714286,73.7760714285714,25.4051142857143,28.5014857142857,7,,,,,31542
2024-07-07,202428,47.0,47,47.0,47,0.25872537,11.515177,0,1,"1,4001002024282E+017",2025-07-14,Boa Vista,0.8791871,408157,23.7712142857143,96.4367,0.0,0.0,1,86.9171,72.5206857142857,26.1135571428571,29.3268857142857,18,,,,,31542
2024-06-30,202427,53.0,53,53.0,53,0.20546758,12.985199,0,1,"1,4001002024272E+017",2025-07-08,Boa Vista,0.8579853,408157,23.9312142857143,96.8115428571429,0.0,0.0,1,87.0133571428571,70.7053,26.2700285714286,29.6724857142857,5,,,,,31542
2024-06-23,202426,53.0,53,53.0,53,0.029021857,12.985199,0,1,"1,4001002024262E+017",2025-06-30,Boa Vista,0.7136989,408157,23.6668428571429,96.4720857142857,0.0,0.0,1,87.8248428571429,73.6488,25.7609285714286,28.9361,14,,,,,31542
2024-06-16,202425,48.0,48,48.0,48,0.0072276955,11.76018,0,1,"1,4001002024252E+017",2025-06-23,Boa Vista,0.64075214,408157,23.7381142857143,95.7527571428571,0.0,0.0,1,87.3266285714286,75.2196714285714,25.9399571428571,28.6606142857143,11,,,,,31542
2024-06-09,202424,92.0,92,92.0,92,0.9612525,22.540346,0,4,"1,4001002024242E+017",2025-06-16,Boa Vista,1.3209189,408157,23.7593428571429,97.8751285714286,0.0,1.0,2,89.0103428571429,74.3766571428571,25.8206714285714,28.6993,17,,,,,31542
2024-06-02,202423,82.0,82,82.0,82,0.6450245,20.09031,0,1,"1,4001002024232E+017",2025-06-09,Boa Vista,1.0605528,408157,24.2743714285714,95.8067428571429,1.0,0.0,2,85.6947714285714,70.9887714285714,26.6035285714286,29.5441,14,,,,,31542
2024-05-26,202422,54.0,54,54.0,54,0.0013757107,13.230203,0,1,"1,4001002024222E+017",2025-06-02,Boa Vista,0.60277104,408157,23.8654714285714,97.6057857142857,0.0,0.0,1,91.8304428571429,81.2139571428571,25.3685285714286,27.7109285714286,6,,,,,31542
2024-05-19,202421,70.0,70,70.0,70,0.11769551,17.150263,0,4,"1,4001002024212E+017",2025-05-28,Boa Vista,0.8263684,408157,24.4850571428571,96.2435,1.0,0.0,2,88.1128571428571,76.4654857142857,26.4734,29.0092,17,,,,,31542
2024-05-12,202420,110.0,110,110.0,110,0.9991379,26.950413,0,4,"1,4001002024202E+017",2025-05-19,Boa Vista,1.6075243,408157,24.5985571428571,94.8684428571429,1.0,1.0,2,85.7095428571428,71.1868285714286,26.7927142857143,29.7017857142857,9,,,,,31542
2024-05-05,202419,93.0,93,93.0,93,0.9982246,22.785349,0,2,"1,4001002024192E+017",2025-05-15,Boa Vista,1.6173502,408157,24.5500857142857,97.8441142857143,1.0,1.0,2,91.4405285714286,78.9490285714286,26.0119285714286,28.3281142857143,3,,,,,31542
2024-04-28,202418,57.0,57,57.0,57,0.6660209,13.965215,0,1,"1,4001002024182E+017",2025-05-05,Boa Vista,1.085126,408157,25.0290285714286,90.6222571428571,1.0,0.0,1,79.6689714285714,64.9149142857143,27.5700571428571,30.6739285714286,3,,,,,31542
2024-04-21,202417,59.0,59,59.0,59,0.7597181,14.455222,0,1,"1,4001002024172E+017",2025-04-28,Boa Vista,1.143147,408157,24.9985714285714,90.1309142857143,1.0,0.0,1,74707.0,54.2563142857143,28.0300285714286,31.9918857142857,4,,,,,31542
2024-04-14,202416,51.0,51,51.0,51,0.42004395,12.495192,0,1,"1,4001002024162E+017",2025-04-22,Boa Vista,0.9613579,408157,26.7987285714286,75.0507,0.0,0.0,1,61.7294714285714,46.1588714285714,29.9855714285714,34.1446714285714,7,,,,,31542
2024-04-07,202415,47.0,47,47.0,47,0.22108011,11.515177,0,1,"1,4001002024152E+017",2025-04-14,Boa Vista,0.85898626,408157,27.2699857142857,64.4693571428571,0.0,0.0,1,47.2779428571429,30.9556571428571,31.8875428571429,36.8513428571429,2,,,,,31542
2024-03-31,202414,60.0,60,60.0,60,0.47699848,14.700226,0,1,"1,4001002024142E+017",2025-04-10,Boa Vista,0.989586,408157,26.6751,78.6968142857143,0.0,0.0,1,60.4365857142857,42.0357142857143,30.5066428571429,34.8752714285714,3,,,,,31542
2024-03-24,202413,47.0,47,47.0,47,0.017341938,11.515177,0,1,"1,4001002024132E+017",2025-03-31,Boa Vista,0.67473674,408157,27.9317857142857,65.3441857142857,0.0,0.0,1,50.1936714285714,34.7732714285714,32.0266428571429,36.9208571428571,2,,,,,31542
2024-03-17,202412,61.0,61,61.0,61,0.07359105,14.94523,0,1,"1,4001002024122E+017",2025-03-24,Boa Vista,0.7818678,408157,27.4418285714286,62.3350142857143,0.0,0.0,1,45.6417428571429,29.7381285714286,31.9416285714286,36.9036428571429,1,,,,,31542
2024-03-10,202411,70.0,70,70.0,70,0.107356586,17.150263,0,4,"1,4001002024112E+017",2025-03-18,Boa Vista,0.81954736,408157,27.7656857142857,62.3597428571429,0.0,0.0,2,46.7410142857143,32.8655571428571,32.1968285714286,36.9436571428571,8,,,,,31542
2024-03-03,202410,81.0,81,81.0,81,0.24328639,19.845304,0,4,"1,4001002024102E+017",2025-03-10,Boa Vista,0.8992397,408157,27.6953857142857,65.3604428571429,0.0,0.0,2,49.8982571428571,35.3755142857143,31.7444571428571,36.3905142857143,5,,,,,31542
2024-02-25,202409,81.0,81,81.0,81,0.45106328,19.845304,0,4,"1,4001002024092E+017",2025-03-06,Boa Vista,0.9810005,408157,27.7729857142857,58.4853428571429,0.0,0.0,2,45606.0,32.8184428571429,31.6446,36.1002857142857,2,,,,,31542
2024-02-18,202408,101.0,101,101.0,101,0.99790317,24.74538,0,4,"1,4001002024082E+017",2025-02-26,Boa Vista,1.567821,408157,25.9700428571429,63.7811428571429,0.0,1.0,2,44.7882142857143,28.3561714285714,30.8973714285714,36.2953142857143,4,,,,,31542
2024-02-11,202407,93.0,93,93.0,93,0.99997157,22.785349,0,3,"1,4001002024072E+017",2025-02-18,Boa Vista,2.0161092,408157,26.5336571428571,67.7914285714286,0.0,1.0,2,51.4088142857143,35.5181857142857,30.5767285714286,35.1937857142857,7,,,,,31542
2024-02-04,202406,57.0,57,57.0,57,0.99758476,13.965215,0,1,"1,4001002024062E+017",2025-02-11,Boa Vista,1.8443457,408157,27.1960714285714,66.1352,0.0,1.0,1,51.7245142857143,37.1994714285714,31.4007428571429,35.9512857142857,0,,,,,31542
2024-01-28,202405,51.0,51,51.0,51,0.9991062,12.495192,0,1,"1,4001002024052E+017",2025-02-03,Boa Vista,2.095462,408157,26.5103714285714,64.3799142857143,0.0,1.0,1,49.1723857142857,33.0359,31.0430142857143,36.1207142857143,6,,,,,31542
